,Latitude,Longtitude,City,Date,Temperature,Humidity,Wind Speed,Clouds,Date (UTC)
0,0.6393835509420001,115.57121455472486,loa janan,1544316482,25.64,92,1.32,12,2018-12-09 00:48:02
1,73.74449627562424,157.38076831050796,cherskiy,1544316482,-31.54,75,1.42,48,2018-12-09 00:48:02
2,-38.607242372139844,14.95553163978218,cape town,1544313600,16,72,3.1,0,2018-12-09 00:00:00
3,17.26713635168963,-40.92813842341931,ponta do sol,1544316483,18.97,66,5.42,0,2018-12-09 00:48:03
4,28.249379684889448,171.45359411692266,butaritari,1544316333,29.77,100,2.32,0,2018-12-09 00:45:33
5,-38.21547537616453,-157.73060440539365,mataura,1544316483,18.47,89,6.42,92,2018-12-09 00:48:03
6,4.700857485760707,89.92888728540026,banda aceh,1544316483,23.07,100,1.02,32,2018-12-09 00:48:03
7,54.434448523910476,7.795024732394921,westerland,1544315340,9.8,81,13.9,90,2018-12-09 00:29:00
8,-27.311417462175612,128.2810606031286,yulara,1544313600,36,20,3.6,32,2018-12-09 00:00:00
9,-41.86110502836824,-118.92745092617713,rikitea,1544316484,25.89,98,6.62,88,2018-12-09 00:48:04
10,29.310160282038836,-25.453056812127215,los llanos de aridane,1544313600,19,68,4.6,0,2018-12-09 00:00:00
11,-39.50868772818753,-50.0553976583852,rocha,1544316333,18.22,52,3.12,0,2018-12-09 00:45:33
12,-52.567792441347315,-71.01934597738654,punta arenas,1544313600,10,61,9.3,0,2018-12-09 00:00:00
13,-80.62976053122756,130.81839611652106,new norfolk,1544313600,16,63,1,75,2018-12-09 00:00:00
14,18.548879448985645,-79.4486743830043,lucea,1544313600,28,69,1.5,20,2018-12-09 00:00:00
15,63.16880536274999,110.68402913273883,chernyshevskiy,1544316485,-28.49,83,1.67,64,2018-12-09 00:48:05
16,87.6438957908002,78.23776496117023,dikson,1544316313,-9.49,99,13.17,88,2018-12-09 00:45:13
17,53.284358299796736,146.6157948754131,ekhabi,1544316486,-6.44,86,5.82,80,2018-12-09 00:48:06
18,27.898461798352756,152.24255589436456,hasaki,1544315400,5.81,52,6.2,75,2018-12-09 00:30:00
19,-20.039140516470525,93.76034159787957,labuhan,1544316392,24.12,94,0.42,68,2018-12-09 00:46:32
20,-29.954463931734878,115.22928959720014,geraldton,1544313600,-8,72,7.2,40,2018-12-09 00:00:00
21,22.154924251909293,5.865609661318956,arlit,1544316435,12.72,52,3.57,0,2018-12-09 00:47:15
22,-8.560309952841934,8.520019896446342,soyo,1544316487,23.07,99,1.17,92,2018-12-09 00:48:07
23,-51.64076305231473,14.574428793122365,hermanus,1544316249,11.67,100,1.37,48,2018-12-09 00:44:09
24,82.80768930927661,35.074780786051065,vardo,1544314800,-1.3,57,1.72,1,2018-12-09 00:20:00
25,-61.49120249598854,174.00026789643567,kaitangata,1544316419,20.37,65,8.17,56,2018-12-09 00:46:59
26,64.34986131058238,140.80374612340194,ust-nera,1544316487,-37.86,62,0.92,20,2018-12-09 00:48:07
27,64.43099957952373,-151.4769555025999,wasilla,1544315640,0.8,96,1.5,90,2018-12-09 00:34:00
28,-3.5086390798266933,-23.79618174015735,georgetown,1544316197,24.92,86,3.12,76,2018-12-09 00:43:17
29,38.03255890297547,40.02484720087304,ergani,1544314800,6.43,93,0.5,75,2018-12-09 00:20:00
30,86.28842023247083,-140.8582224358051,tuktoyaktuk,1544313600,-14,92,10.3,90,2018-12-09 00:00:00
31,28.151387175533642,83.83114740729076,pokhara,1544316488,2.49,78,1.07,0,2018-12-09 00:48:08
32,41.99377348057598,71.60437567458516,kosonsoy,1544313600,1,74,1.42,68,2018-12-09 00:00:00
33,-66.79802102831417,-34.62816501019387,ushuaia,1544313600,9,61,9.8,75,2018-12-09 00:00:00
34,60.10310194626706,-62.572050016067664,pangnirtung,1544316489,-26.59,70,0.87,12,2018-12-09 00:48:09
35,-60.74834109511962,21.98750256333659,bredasdorp,1544313600,15,77,1.5,80,2018-12-09 00:00:00
36,-53.54297947496906,160.22149519237462,tuatapere,1544316273,16.49,87,4.67,80,2018-12-09 00:44:33
37,28.614985523928496,-135.7278037019094,pacific grove,1544314500,17.08,51,1.5,1,2018-12-09 00:15:00
38,62.89010416030371,10.209542624308426,berkak,1544316490,-4.79,87,1.07,88,2018-12-09 00:48:10
39,64.97044410202159,-171.58376077932408,lavrentiya,1544316313,-6.79,100,13.77,36,2018-12-09 00:45:13
40,-42.29146435098736,0.16749523546945966,saldanha,1544316490,-1.14,83,1.17,0,2018-12-09 00:48:10
41,27.31542343218611,98.93098944206486,dali,1544316490,3.07,100,1.22,0,2018-12-09 00:48:10
42,70.9047730781244,-126.4690286530325,norman wells,1544313600,-12,85,1.5,75,2018-12-09 00:00:00
43,-85.99304744475937,176.28127031109165,bluff,1544316264,21.89,75,6.57,100,2018-12-09 00:44:24
44,84.86582023619198,-56.63596720214355,upernavik,1544316491,-12.89,100,4.62,56,2018-12-09 00:48:11
